Timestamp,Endpoint,Method,Source,Response Time (ms),Status
2025-05-05T10:50:27.093Z,/api/drivers/:ssn,GET,database,18,success
2025-05-05T10:50:27.094Z,/api/drivers/:ssn,GET,database,13,success
2025-05-05T10:50:27.095Z,/api/drivers/:ssn,GET,database,22,success
2025-05-05T10:50:27.095Z,/api/drivers/:ssn,GET,database,18,success
2025-05-05T10:50:27.099Z,/api/drivers/:ssn,GET,database,15,success
2025-05-05T10:50:27.099Z,/api/drivers/:ssn,GET,database,13,success
2025-05-05T10:50:27.099Z,/api/drivers/:ssn,GET,database,10,success
2025-05-05T10:50:27.104Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:50:27.104Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.105Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.105Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.108Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.109Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.109Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:50:27.109Z,/api/drivers/:ssn,GET,database,8,success
2025-05-05T10:50:27.109Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.113Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.113Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:50:27.113Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:50:27.113Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.114Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.117Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.117Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:50:27.118Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.118Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.118Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.118Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:50:27.121Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:50:27.122Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.123Z,/api/drivers/:ssn,GET,database,8,success
2025-05-05T10:50:27.123Z,/api/drivers/:ssn,GET,database,8,success
2025-05-05T10:50:27.123Z,/api/drivers/:ssn,GET,database,8,success
2025-05-05T10:50:27.123Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.128Z,/api/drivers/:ssn,GET,database,9,success
2025-05-05T10:50:27.128Z,/api/drivers/:ssn,GET,database,8,success
2025-05-05T10:50:27.128Z,/api/drivers/:ssn,GET,database,8,success
2025-05-05T10:50:27.128Z,/api/drivers/:ssn,GET,database,8,success
2025-05-05T10:50:27.128Z,/api/drivers/:ssn,GET,database,8,success
2025-05-05T10:50:27.129Z,/api/drivers/:ssn,GET,database,9,success
2025-05-05T10:50:27.129Z,/api/drivers/:ssn,GET,database,8,success
2025-05-05T10:50:27.132Z,/api/drivers/:ssn,GET,database,8,success
2025-05-05T10:50:27.132Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.132Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.132Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:50:27.133Z,/api/drivers/:ssn,GET,database,8,success
2025-05-05T10:50:27.133Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.133Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.136Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:50:27.137Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.137Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.137Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.137Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:50:27.139Z,/api/drivers/:ssn,GET,database,8,success
2025-05-05T10:50:27.139Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.139Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:50:27.139Z,/api/drivers/:ssn,GET,database,5,success
2025-05-05T10:50:27.139Z,/api/drivers/:ssn,GET,database,5,success
