Timestamp,Endpoint,Method,Source,Response Time (ms),Status
2025-05-05T10:53:08.871Z,/api/drivers/:ssn,GET,database,12,success
2025-05-05T10:53:08.873Z,/api/drivers/:ssn,GET,database,11,success
2025-05-05T10:53:08.877Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.878Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.878Z,/api/drivers/:ssn,GET,database,4,success
2025-05-05T10:53:08.882Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.883Z,/api/drivers/:ssn,GET,database,4,success
2025-05-05T10:53:08.886Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:53:08.887Z,/api/drivers/:ssn,GET,database,2,success
2025-05-05T10:53:08.888Z,/api/drivers/:ssn,GET,database,4,success
2025-05-05T10:53:08.889Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.889Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.892Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.892Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.894Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.894Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.894Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.895Z,/api/drivers/:ssn,GET,database,2,success
2025-05-05T10:53:08.895Z,/api/drivers/:ssn,GET,database,2,success
2025-05-05T10:53:08.897Z,/api/drivers/:ssn,GET,database,2,success
2025-05-05T10:53:08.897Z,/api/drivers/:ssn,GET,database,2,success
2025-05-05T10:53:08.897Z,/api/drivers/:ssn,GET,database,2,success
2025-05-05T10:53:08.898Z,/api/drivers/:ssn,GET,database,2,success
2025-05-05T10:53:08.899Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.901Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.901Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.901Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.903Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.903Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.904Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.905Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.905Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.905Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.908Z,/api/drivers/:ssn,GET,database,4,success
2025-05-05T10:53:08.908Z,/api/drivers/:ssn,GET,database,4,success
2025-05-05T10:53:08.909Z,/api/drivers/:ssn,GET,database,5,success
2025-05-05T10:53:08.911Z,/api/drivers/:ssn,GET,database,4,success
2025-05-05T10:53:08.912Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:53:08.912Z,/api/drivers/:ssn,GET,database,4,success
2025-05-05T10:53:08.913Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.913Z,/api/drivers/:ssn,GET,database,4,success
2025-05-05T10:53:08.914Z,/api/drivers/:ssn,GET,database,4,success
2025-05-05T10:53:08.914Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.915Z,/api/drivers/:ssn,GET,database,2,success
2025-05-05T10:53:08.916Z,/api/drivers/:ssn,GET,database,4,success
2025-05-05T10:53:08.916Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.916Z,/api/drivers/:ssn,GET,database,2,success
2025-05-05T10:53:08.916Z,/api/drivers/:ssn,GET,database,1,success
2025-05-05T10:53:08.917Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.917Z,/api/drivers/:ssn,GET,database,2,success
2025-05-05T10:53:08.926Z,/api/drivers/:ssn,GET,database,1,success
2025-05-05T10:53:08.934Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.938Z,/api/drivers/:ssn,GET,database,5,success
2025-05-05T10:53:08.938Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:53:08.938Z,/api/drivers/:ssn,GET,database,5,success
2025-05-05T10:53:08.939Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:53:08.939Z,/api/drivers/:ssn,GET,database,5,success
2025-05-05T10:53:08.939Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:53:08.939Z,/api/drivers/:ssn,GET,database,5,success
2025-05-05T10:53:08.939Z,/api/drivers/:ssn,GET,database,5,success
2025-05-05T10:53:08.943Z,/api/drivers/:ssn,GET,database,7,success
2025-05-05T10:53:08.945Z,/api/drivers/:ssn,GET,database,5,success
2025-05-05T10:53:08.945Z,/api/drivers/:ssn,GET,database,4,success
2025-05-05T10:53:08.946Z,/api/drivers/:ssn,GET,database,5,success
2025-05-05T10:53:08.946Z,/api/drivers/:ssn,GET,database,6,success
2025-05-05T10:53:08.946Z,/api/drivers/:ssn,GET,database,5,success
2025-05-05T10:53:08.947Z,/api/drivers/:ssn,GET,database,5,success
2025-05-05T10:53:08.947Z,/api/drivers/:ssn,GET,database,4,success
2025-05-05T10:53:08.947Z,/api/drivers/:ssn,GET,database,3,success
2025-05-05T10:53:08.947Z,/api/drivers/:ssn,GET,database,5,success
2025-05-05T10:53:08.947Z,/api/drivers/:ssn,GET,database,7,success
